identif_mask,modelo,score,restritivo,positivo,msg,anomesdia
2436,YWZ,742000,742,0,,20210430
2437,YWZ,790599,790,599,,20210430
2438,YWZ,742000,742,0,,20210430
2439,YWZ,742000,742,0,,20210430
2440,YWZ,742000,742,0,,20210430
2441,YWZ,764862,764,862,,20210430
2442,YWZ,532608,532,608,,20210430
2443,YWZ,631000,631,0,,20210430
2444,YWZ,3003,3,3,,20210430
2445,YWZ,3003,3,3,,20210430
2446,YWZ,742000,742,0,,20210430
2447,YWZ,670000,670,0,,20210430
2448,YWZ,625862,625,862,,20210430
2449,YWZ,3003,3,3,,20210430
2450,YWZ,710807,710,807,,20210430
2451,YWZ,3003,3,3,,20210430
2452,YWZ,3003,3,3,,20210430
2453,YWZ,801000,801,0,,20210430
2454,YWZ,598000,598,0,,20210430
2455,YWZ,801000,801,0,,20210430
2456,YWZ,742862,742,862,,20210430
2457,YWZ,641728,641,728,,20210430
2458,YWZ,742000,742,0,,20210430
2459,YWZ,3003,3,3,,20210430
2460,YWZ,691000,691,0,,20210430
2461,YWZ,639000,639,0,,20210430
2462,YWZ,742000,742,0,,20210430
2463,YWZ,3003,3,3,,20210430
2464,YWZ,742670,742,670,,20210430
2465,YWZ,3003,3,3,,20210430
2466,YWZ,644862,644,862,,20210430
2467,YWZ,604526,604,526,,20210430
2468,YWZ,3003,3,3,,20210430
2469,YWZ,3003,3,3,,20210430
2470,YWZ,826862,826,862,,20210430
2471,YWZ,742000,742,0,,20210430
2472,YWZ,3003,3,3,,20210430
2473,YWZ,781560,781,560,,20210430
2474,YWZ,770924,770,924,,20210430
2475,YWZ,709862,709,862,,20210430
2476,YWZ,656000,656,0,,20210430
2477,YWZ,666924,666,924,,20210430
2478,YWZ,443000,443,0,,20210430
2479,YWZ,3003,3,3,,20210430
2480,YWZ,3003,3,3,,20210430
2481,YWZ,3003,3,3,,20210430
2482,YWZ,3003,3,3,,20210430
2483,YWZ,3003,3,3,,20210430
2484,YWZ,772000,772,0,,20210430
2485,YWZ,3003,3,3,,20210430
2486,YWZ,742000,742,0,,20210430
2487,YWZ,3003,3,3,,20210430
2488,YWZ,3003,3,3,,20210430
2489,YWZ,770747,770,747,,20210430
2490,YWZ,734862,734,862,,20210430
2491,YWZ,742000,742,0,,20210430
2492,YWZ,765000,765,0,,20210430
2493,YWZ,3003,3,3,,20210430
2494,YWZ,3003,3,3,,20210430
2495,YWZ,621000,621,0,,20210430
2496,YWZ,452594,452,594,,20210430
2497,YWZ,694712,694,712,,20210430
2498,YWZ,742000,742,0,,20210430
2499,YWZ,3003,3,3,,20210430
2500,YWZ,616594,616,594,,20210430
2501,YWZ,593617,593,617,,20210430
2502,YWZ,760791,760,791,,20210430
2503,YWZ,3003,3,3,,20210430
2504,YWZ,774000,774,0,,20210430
2505,YWZ,833862,833,862,,20210430
2507,YWZ,742000,742,0,,20210430
2508,YWZ,710000,710,0,,20210430
2509,YWZ,803862,803,862,,20210430
2510,YWZ,742000,742,0,,20210430
2511,YWZ,742000,742,0,,20210430
2512,YWZ,820713,820,713,,20210430
2513,YWZ,742000,742,0,,20210430
2514,YWZ,825000,825,0,,20210430
2515,YWZ,742000,742,0,,20210430
2516,YWZ,3003,3,3,,20210430
2517,YWZ,835713,835,713,,20210430
2518,YWZ,3003,3,3,,20210430
2519,YWZ,742862,742,862,,20210430
2520,YWZ,742000,742,0,,20210430
2521,YWZ,599000,599,0,,20210430
2522,YWZ,3003,3,3,,20210430
2523,YWZ,3003,3,3,,20210430
2524,YWZ,443000,443,0,,20210430
2525,YWZ,841814,841,814,,20210430
2526,YWZ,3003,3,3,,20210430
2527,YWZ,871924,871,924,,20210430
2528,YWZ,3003,3,3,,20210430
2529,YWZ,756862,756,862,,20210430
2530,YWZ,529000,529,0,,20210430
2531,YWZ,622747,622,747,,20210430
2532,YWZ,3003,3,3,,20210430
2533,YWZ,742000,742,0,,20210430
2534,YWZ,742000,742,0,,20210430
2535,YWZ,599000,599,0,,20210430
2536,YWZ,770000,770,0,,20210430
2537,YWZ,3003,3,3,,20210430
2538,YWZ,845747,845,747,,20210430
2539,YWZ,742000,742,0,,20210430
2540,YWZ,565753,565,753,,20210430
2541,YWZ,3003,3,3,,20210430
2542,YWZ,742862,742,862,,20210430
2543,YWZ,742000,742,0,,20210430
2544,YWZ,719862,719,862,,20210430
2545,YWZ,782713,782,713,,20210430
2546,YWZ,825000,825,0,,20210430
2547,YWZ,742000,742,0,,20210430
2548,YWZ,549770,549,770,,20210430
2549,YWZ,591000,591,0,,20210430
2550,YWZ,464820,464,820,,20210430
2551,YWZ,676000,676,0,,20210430
2552,YWZ,3003,3,3,,20210430
2553,YWZ,3003,3,3,,20210430
2554,YWZ,661623,661,623,,20210430
2555,YWZ,3003,3,3,,20210430
2556,YWZ,681000,681,0,,20210430
2557,YWZ,758000,758,0,,20210430
2558,YWZ,619000,619,0,,20210430
2559,YWZ,3003,3,3,,20210430
2560,YWZ,558000,558,0,,20210430
2562,YWZ,549475,549,475,,20210430
2563,YWZ,742000,742,0,,20210430
2564,YWZ,649000,649,0,,20210430
2565,YWZ,3003,3,3,,20210430
2566,YWZ,821666,821,666,,20210430
2567,YWZ,819862,819,862,,20210430
2568,YWZ,560608,560,608,,20210430
2569,YWZ,425791,425,791,,20210430
2570,YWZ,3003,3,3,,20210430
2571,YWZ,3003,3,3,,20210430
2572,YWZ,820608,820,608,,20210430
2573,YWZ,661747,661,747,,20210430
2574,YWZ,816695,816,695,,20210430
2575,YWZ,794000,794,0,,20210430
2576,YWZ,677791,677,791,,20210430
2577,YWZ,706000,706,0,,20210430
2578,YWZ,742000,742,0,,20210430
2579,YWZ,3003,3,3,,20210430
2580,YWZ,1001,1,1,,20210430
2581,YWZ,3003,3,3,,20210430
2582,YWZ,3003,3,3,,20210430
2583,YWZ,495000,495,0,,20210430
2584,YWZ,742000,742,0,,20210430
2585,YWZ,683000,683,0,,20210430
2586,YWZ,609000,609,0,,20210430
2587,YWZ,3003,3,3,,20210430
2588,YWZ,742000,742,0,,20210430
2589,YWZ,3003,3,3,,20210430
2590,YWZ,3003,3,3,,20210430
2591,YWZ,747822,747,822,,20210430
2592,YWZ,3003,3,3,,20210430
2593,YWZ,742000,742,0,,20210430
2594,YWZ,833713,833,713,,20210430
2595,YWZ,483862,483,862,,20210430
2596,YWZ,704000,704,0,,20210430
2597,YWZ,3003,3,3,,20210430
2598,YWZ,742000,742,0,,20210430
2599,YWZ,3003,3,3,,20210430
2600,YWZ,742862,742,862,,20210430
2601,YWZ,742000,742,0,,20210430
2602,YWZ,3003,3,3,,20210430
2603,YWZ,742000,742,0,,20210430
2604,YWZ,3003,3,3,,20210430
2605,YWZ,3003,3,3,,20210430
2606,YWZ,670000,670,0,,20210430
2607,YWZ,3003,3,3,,20210430
2608,YWZ,3003,3,3,,20210430
2609,YWZ,726554,726,554,,20210430
2610,YWZ,829000,829,0,,20210430
2611,YWZ,788000,788,0,,20210430
2612,YWZ,488635,488,635,,20210430
2613,YWZ,618000,618,0,,20210430
2614,YWZ,742000,742,0,,20210430
2615,YWZ,648000,648,0,,20210430
2616,YWZ,767666,767,666,,20210430
2617,YWZ,787758,787,758,,20210430
2618,YWZ,591000,591,0,,20210430
2619,YWZ,823769,823,769,,20210430
2620,YWZ,613513,613,513,,20210430
2621,YWZ,600000,600,0,,20210430
2622,YWZ,598000,598,0,,20210430
2623,YWZ,742000,742,0,,20210430
2624,YWZ,626000,626,0,,20210430
2625,YWZ,742000,742,0,,20210430
2626,YWZ,598795,598,795,,20210430
2627,YWZ,3003,3,3,,20210430
2628,YWZ,585862,585,862,,20210430
2629,YWZ,843775,843,775,,20210430
2630,YWZ,690000,690,0,,20210430
2631,YWZ,597924,597,924,,20210430
2632,YWZ,670000,670,0,,20210430
2633,YWZ,3003,3,3,,20210430
2634,YWZ,644740,644,740,,20210430
2635,YWZ,682582,682,582,,20210430
2636,YWZ,711000,711,0,,20210430
2637,YWZ,3003,3,3,,20210430
2638,YWZ,3003,3,3,,20210430
2639,YWZ,3003,3,3,,20210430
2640,YWZ,3003,3,3,,20210430
2641,YWZ,774000,774,0,,20210430
2642,YWZ,848822,848,822,,20210430
2643,YWZ,756791,756,791,,20210430
2644,YWZ,610924,610,924,,20210430
2645,YWZ,3003,3,3,,20210430
2646,YWZ,3003,3,3,,20210430
2647,YWZ,774791,774,791,,20210430
2648,YWZ,3003,3,3,,20210430
2649,YWZ,3003,3,3,,20210430
2650,YWZ,3003,3,3,,20210430
2651,YWZ,818862,818,862,,20210430
2652,YWZ,3003,3,3,,20210430
2653,YWZ,3003,3,3,,20210430
2654,YWZ,619000,619,0,,20210430
2655,YWZ,742720,742,720,,20210430
2656,YWZ,742714,742,714,,20210430
2657,YWZ,3003,3,3,,20210430
2658,YWZ,3003,3,3,,20210430
2659,YWZ,742000,742,0,,20210430
2660,YWZ,742000,742,0,,20210430
2661,YWZ,515000,515,0,,20210430
2662,YWZ,754862,754,862,,20210430
2663,YWZ,1001,1,1,,20210430
2664,YWZ,845862,845,862,,20210430
2665,YWZ,742000,742,0,,20210430
2666,YWZ,3003,3,3,,20210430
2667,YWZ,742000,742,0,,20210430
2668,YWZ,742000,742,0,,20210430
2669,YWZ,836713,836,713,,20210430
2670,YWZ,695000,695,0,,20210430
2671,YWZ,3003,3,3,,20210430
2672,YWZ,742000,742,0,,20210430
2673,YWZ,742000,742,0,,20210430
2674,YWZ,786822,786,822,,20210430
2675,YWZ,863862,863,862,,20210430
2676,YWZ,3003,3,3,,20210430
2677,YWZ,3003,3,3,,20210430
2678,YWZ,3003,3,3,,20210430
2679,YWZ,3003,3,3,,20210430
2680,YWZ,3003,3,3,,20210430
2681,YWZ,742000,742,0,,20210430
2682,YWZ,742000,742,0,,20210430
2683,YWZ,818924,818,924,,20210430
2684,YWZ,3003,3,3,,20210430
2685,YWZ,3003,3,3,,20210430
2686,YWZ,820604,820,604,,20210430
2687,YWZ,742000,742,0,,20210430
2688,YWZ,742000,742,0,,20210430
2689,YWZ,619862,619,862,,20210430
2690,YWZ,3003,3,3,,20210430
2691,YWZ,598000,598,0,,20210430
2692,YWZ,622000,622,0,,20210430
2693,YWZ,872822,872,822,,20210430
2694,YWZ,742000,742,0,,20210430
2695,YWZ,599000,599,0,,20210430
2696,YWZ,770000,770,0,,20210430
2697,YWZ,742618,742,618,,20210430
2698,YWZ,567000,567,0,,20210430
2699,YWZ,3003,3,3,,20210430
2700,YWZ,742000,742,0,,20210430
2701,YWZ,795000,795,0,,20210430
2702,YWZ,1001,1,1,,20210430
2703,YWZ,742000,742,0,,20210430
2704,YWZ,953479,953,479,,20210430
2705,YWZ,871862,871,862,,20210430
2706,YWZ,622000,622,0,,20210430
2707,YWZ,742000,742,0,,20210430
2708,YWZ,680862,680,862,,20210430
2709,YWZ,742000,742,0,,20210430
2710,YWZ,1001,1,1,,20210430
2711,YWZ,3003,3,3,,20210430
2712,YWZ,1001,1,1,,20210430
2713,YWZ,875862,875,862,,20210430
2714,YWZ,679791,679,791,,20210430
2715,YWZ,742000,742,0,,20210430
2716,YWZ,742000,742,0,,20210430
2717,YWZ,789000,789,0,,20210430
2718,YWZ,3003,3,3,,20210430
2719,YWZ,742000,742,0,,20210430
2720,YWZ,639000,639,0,,20210430
2721,YWZ,777530,777,530,,20210430
2722,YWZ,777747,777,747,,20210430
2723,YWZ,3003,3,3,,20210430
2724,YWZ,742862,742,862,,20210430
2725,YWZ,3003,3,3,,20210430
2726,YWZ,742000,742,0,,20210430
2727,YWZ,794000,794,0,,20210430
2728,YWZ,742747,742,747,,20210430
2729,YWZ,493594,493,594,,20210430
2730,YWZ,853657,853,657,,20210430
2731,YWZ,824000,824,0,,20210430
2732,YWZ,824713,824,713,,20210430
2733,YWZ,742000,742,0,,20210430
2734,YWZ,785862,785,862,,20210430
2735,YWZ,799577,799,577,,20210430
2736,YWZ,840862,840,862,,20210430
2737,YWZ,3003,3,3,,20210430
2738,YWZ,3003,3,3,,20210430
2739,YWZ,3003,3,3,,20210430
2740,YWZ,607000,607,0,,20210430
2741,YWZ,3003,3,3,,20210430
2742,YWZ,3003,3,3,,20210430
2743,YWZ,3003,3,3,,20210430
2744,YWZ,639788,639,788,,20210430
2745,YWZ,853769,853,769,,20210430
2746,YWZ,3003,3,3,,20210430
2747,YWZ,772608,772,608,,20210430
2748,YWZ,600000,600,0,,20210430
2749,YWZ,566000,566,0,,20210430
2750,YWZ,742554,742,554,,20210430
2751,YWZ,747000,747,0,,20210430
2752,YWZ,747747,747,747,,20210430
2753,YWZ,3003,3,3,,20210430
2754,YWZ,3003,3,3,,20210430
2755,YWZ,3003,3,3,,20210430
2756,YWZ,3003,3,3,,20210430
2757,YWZ,742000,742,0,,20210430
2758,YWZ,785862,785,862,,20210430
2759,YWZ,742000,742,0,,20210430
2760,YWZ,3003,3,3,,20210430
2761,YWZ,1001,1,1,,20210430
2762,YWZ,692747,692,747,,20210430
2763,YWZ,635000,635,0,,20210430
2764,YWZ,799807,799,807,,20210430
2765,YWZ,742000,742,0,,20210430
2766,YWZ,888887,888,887,,20210430
2767,YWZ,519000,519,0,,20210430
2768,YWZ,636000,636,0,,20210430
2769,YWZ,798698,798,698,,20210430
2770,YWZ,866924,866,924,,20210430
2771,YWZ,742000,742,0,,20210430
2772,YWZ,885862,885,862,,20210430
2773,YWZ,776000,776,0,,20210430
2774,YWZ,742000,742,0,,20210430
2775,YWZ,742000,742,0,,20210430
2776,YWZ,742000,742,0,,20210430
2777,YWZ,762683,762,683,,20210430
2778,YWZ,742000,742,0,,20210430
2779,YWZ,3003,3,3,,20210430
2780,YWZ,742000,742,0,,20210430
2781,YWZ,3003,3,3,,20210430
2782,YWZ,3003,3,3,,20210430
2783,YWZ,1001,1,1,,20210430
2784,YWZ,742000,742,0,,20210430
2785,YWZ,3003,3,3,,20210430
2786,YWZ,832862,832,862,,20210430
2787,YWZ,736924,736,924,,20210430
2788,YWZ,647618,647,618,,20210430
2789,YWZ,762650,762,650,,20210430
2790,YWZ,797777,797,777,,20210430
2791,YWZ,725862,725,862,,20210430
2792,YWZ,888924,888,924,,20210430
2793,YWZ,3003,3,3,,20210430
2794,YWZ,711862,711,862,,20210430
2795,YWZ,747862,747,862,,20210430
2796,YWZ,1001,1,1,,20210430
2797,YWZ,648851,648,851,,20210430
2798,YWZ,3003,3,3,,20210430
2799,YWZ,3003,3,3,,20210430
2800,YWZ,612597,612,597,,20210430
2801,YWZ,884862,884,862,,20210430
2802,YWZ,3003,3,3,,20210430
2803,YWZ,766000,766,0,,20210430
2804,YWZ,639747,639,747,,20210430
2805,YWZ,742000,742,0,,20210430
2806,YWZ,3003,3,3,,20210430
2807,YWZ,599000,599,0,,20210430
2808,YWZ,841862,841,862,,20210430
2809,YWZ,3003,3,3,,20210430
2810,YWZ,3003,3,3,,20210430
2811,YWZ,577683,577,683,,20210430
2812,YWZ,618862,618,862,,20210430
2813,YWZ,3003,3,3,,20210430
2814,YWZ,838924,838,924,,20210430
2815,YWZ,3003,3,3,,20210430
2816,YWZ,742862,742,862,,20210430
2817,YWZ,742000,742,0,,20210430
2818,YWZ,3003,3,3,,20210430
2819,YWZ,3003,3,3,,20210430
2820,YWZ,785608,785,608,,20210430
2821,YWZ,715791,715,791,,20210430
2822,YWZ,743711,743,711,,20210430
2823,YWZ,759728,759,728,,20210430
2824,YWZ,908000,908,0,,20210430
2825,YWZ,3003,3,3,,20210430
2826,YWZ,516645,516,645,,20210430
2827,YWZ,742000,742,0,,20210430
2828,YWZ,3003,3,3,,20210430
2829,YWZ,3003,3,3,,20210430
2830,YWZ,772000,772,0,,20210430
2831,YWZ,389000,389,0,,20210430
2832,YWZ,3003,3,3,,20210430
2833,YWZ,318769,318,769,,20210430
2834,YWZ,802554,802,554,,20210430
2835,YWZ,3003,3,3,,20210430
2836,YWZ,3003,3,3,,20210430
2837,YWZ,3003,3,3,,20210430
2838,YWZ,741000,741,0,,20210430
2839,YWZ,742000,742,0,,20210430
2840,YWZ,742000,742,0,,20210430
2841,YWZ,3003,3,3,,20210430
2842,YWZ,3003,3,3,,20210430
2843,YWZ,809608,809,608,,20210430
2844,YWZ,616465,616,465,,20210430
2845,YWZ,742000,742,0,,20210430
2846,YWZ,742000,742,0,,20210430
2847,YWZ,3003,3,3,,20210430
2848,YWZ,3003,3,3,,20210430
2849,YWZ,742000,742,0,,20210430
2850,YWZ,3003,3,3,,20210430
2851,YWZ,742000,742,0,,20210430
2852,YWZ,599769,599,769,,20210430
2853,YWZ,758769,758,769,,20210430
2854,YWZ,742000,742,0,,20210430
2855,YWZ,1001,1,1,,20210430
2856,YWZ,799769,799,769,,20210430
2857,YWZ,3003,3,3,,20210430
2858,YWZ,664000,664,0,,20210430
2859,YWZ,601543,601,543,,20210430
2860,YWZ,770000,770,0,,20210430
2861,YWZ,670554,670,554,,20210430
2862,YWZ,742000,742,0,,20210430
2863,YWZ,598000,598,0,,20210430
2864,YWZ,599000,599,0,,20210430
2865,YWZ,742000,742,0,,20210430
2866,YWZ,742000,742,0,,20210430
2867,YWZ,742000,742,0,,20210430
2868,YWZ,774862,774,862,,20210430
2869,YWZ,3003,3,3,,20210430
2870,YWZ,862000,862,0,,20210430
2871,YWZ,758630,758,630,,20210430
2872,YWZ,3003,3,3,,20210430
2873,YWZ,570838,570,838,,20210430
2874,YWZ,1001,1,1,,20210430
2875,YWZ,3003,3,3,,20210430
2876,YWZ,3003,3,3,,20210430
2877,YWZ,742000,742,0,,20210430
2878,YWZ,3003,3,3,,20210430
2879,YWZ,742000,742,0,,20210430
2880,YWZ,742000,742,0,,20210430
2881,YWZ,742000,742,0,,20210430
2882,YWZ,3003,3,3,,20210430
2883,YWZ,3003,3,3,,20210430
2884,YWZ,742000,742,0,,20210430
2885,YWZ,3003,3,3,,20210430
2886,YWZ,742000,742,0,,20210430
2887,YWZ,742000,742,0,,20210430
2888,YWZ,785000,785,0,,20210430
2889,YWZ,3003,3,3,,20210430
2890,YWZ,615000,615,0,,20210430
2891,YWZ,683628,683,628,,20210430
2892,YWZ,742862,742,862,,20210430
2893,YWZ,742000,742,0,,20210430
2894,YWZ,742862,742,862,,20210430
2895,YWZ,3003,3,3,,20210430
2896,YWZ,3003,3,3,,20210430
2897,YWZ,747554,747,554,,20210430
2898,YWZ,683000,683,0,,20210430
2899,YWZ,3003,3,3,,20210430
2900,YWZ,742000,742,0,,20210430
2901,YWZ,3003,3,3,,20210430
2902,YWZ,742000,742,0,,20210430
2903,YWZ,3003,3,3,,20210430
2904,YWZ,742000,742,0,,20210430
2905,YWZ,3003,3,3,,20210430
2906,YWZ,3003,3,3,,20210430
2907,YWZ,3003,3,3,,20210430
2908,YWZ,3003,3,3,,20210430
2909,YWZ,903924,903,924,,20210430
2910,YWZ,1001,1,1,,20210430
2911,YWZ,742554,742,554,,20210430
2912,YWZ,862747,862,747,,20210430
2913,YWZ,3003,3,3,,20210430
2914,YWZ,692862,692,862,,20210430
2915,YWZ,603747,603,747,,20210430
2916,YWZ,3003,3,3,,20210430
2917,YWZ,783000,783,0,,20210430
2918,YWZ,3003,3,3,,20210430
2919,YWZ,724000,724,0,,20210430
2920,YWZ,1001,1,1,,20210430
2921,YWZ,742000,742,0,,20210430
2922,YWZ,3003,3,3,,20210430
2923,YWZ,742000,742,0,,20210430
2924,YWZ,742924,742,924,,20210430
2925,YWZ,3003,3,3,,20210430
2926,YWZ,798862,798,862,,20210430
2927,YWZ,3003,3,3,,20210430
2928,YWZ,3003,3,3,,20210430
2929,YWZ,742000,742,0,,20210430
2930,YWZ,742000,742,0,,20210430
2931,YWZ,817591,817,591,,20210430
2932,YWZ,3003,3,3,,20210430
2933,YWZ,877862,877,862,,20210430
2934,YWZ,578807,578,807,,20210430
2935,YWZ,1001,1,1,,20210430
2936,YWZ,3003,3,3,,20210430
2937,YWZ,3003,3,3,,20210430
2938,YWZ,3003,3,3,,20210430
2939,YWZ,696866,696,866,,20210430
2940,YWZ,3003,3,3,,20210430
2941,YWZ,711000,711,0,,20210430
2942,YWZ,696000,696,0,,20210430
2943,YWZ,742000,742,0,,20210430
2944,YWZ,742000,742,0,,20210430
2945,YWZ,844503,844,503,,20210430
2946,YWZ,811924,811,924,,20210430
2947,YWZ,742000,742,0,,20210430
2948,YWZ,3003,3,3,,20210430
2949,YWZ,643000,643,0,,20210430
2950,YWZ,3003,3,3,,20210430
2951,YWZ,3003,3,3,,20210430
2952,YWZ,822862,822,862,,20210430
2953,YWZ,1001,1,1,,20210430
2954,YWZ,1001,1,1,,20210430
2955,YWZ,842774,842,774,,20210430
2956,YWZ,3003,3,3,,20210430
2957,YWZ,721862,721,862,,20210430
2958,YWZ,3003,3,3,,20210430
2959,YWZ,736718,736,718,,20210430
2960,YWZ,663862,663,862,,20210430
2961,YWZ,765862,765,862,,20210430
2962,YWZ,3003,3,3,,20210430
2963,YWZ,800770,800,770,,20210430
2964,YWZ,587791,587,791,,20210430
2965,YWZ,3003,3,3,,20210430
2966,YWZ,3003,3,3,,20210430
2967,YWZ,742000,742,0,,20210430
2968,YWZ,3003,3,3,,20210430
2969,YWZ,3003,3,3,,20210430
2970,YWZ,742000,742,0,,20210430
2971,YWZ,3003,3,3,,20210430
2972,YWZ,3003,3,3,,20210430
2973,YWZ,782862,782,862,,20210430
2974,YWZ,3003,3,3,,20210430
2975,YWZ,378560,378,560,,20210430
2976,YWZ,3003,3,3,,20210430
2977,YWZ,742000,742,0,,20210430
2978,YWZ,584713,584,713,,20210430
2979,YWZ,3003,3,3,,20210430
2980,YWZ,797000,797,0,,20210430
2981,YWZ,742000,742,0,,20210430
2982,YWZ,723862,723,862,,20210430
2983,YWZ,3003,3,3,,20210430
2984,YWZ,3003,3,3,,20210430
2985,YWZ,738000,738,0,,20210430
2986,YWZ,742000,742,0,,20210430
2987,YWZ,3003,3,3,,20210430
2988,YWZ,820000,820,0,,20210430
2989,YWZ,3003,3,3,,20210430
2990,YWZ,742000,742,0,,20210430
2991,YWZ,3003,3,3,,20210430
2992,YWZ,3003,3,3,,20210430
2993,YWZ,769822,769,822,,20210430
2994,YWZ,683000,683,0,,20210430
2995,YWZ,742000,742,0,,20210430
2996,YWZ,770608,770,608,,20210430
2997,YWZ,742000,742,0,,20210430
2998,YWZ,709791,709,791,,20210430
2999,YWZ,3003,3,3,,20210430
3000,YWZ,626000,626,0,,20210430
3001,YWZ,3003,3,3,,20210430
3002,YWZ,742000,742,0,,20210430
3003,YWZ,642000,642,0,,20210430
3004,YWZ,863558,863,558,,20210430
3005,YWZ,742000,742,0,,20210430
3006,YWZ,3003,3,3,,20210430
3007,YWZ,840862,840,862,,20210430
3008,YWZ,793479,793,479,,20210430
3009,YWZ,865582,865,582,,20210430
3010,YWZ,3003,3,3,,20210430
3011,YWZ,3003,3,3,,20210430
3012,YWZ,742000,742,0,,20210430
3013,YWZ,761561,761,561,,20210430
3014,YWZ,742000,742,0,,20210430
3015,YWZ,694924,694,924,,20210430
3016,YWZ,849924,849,924,,20210430
3017,YWZ,3003,3,3,,20210430
3018,YWZ,774000,774,0,,20210430
3019,YWZ,742000,742,0,,20210430
3020,YWZ,3003,3,3,,20210430
3021,YWZ,743594,743,594,,20210430
3022,YWZ,754728,754,728,,20210430
3023,YWZ,746862,746,862,,20210430
3024,YWZ,728862,728,862,,20210430
3025,YWZ,599000,599,0,,20210430
3026,YWZ,820735,820,735,,20210430
3027,YWZ,3003,3,3,,20210430
3028,YWZ,789822,789,822,,20210430
3029,YWZ,698000,698,0,,20210430
3030,YWZ,742000,742,0,,20210430
3031,YWZ,3003,3,3,,20210430
3032,YWZ,3003,3,3,,20210430
3033,YWZ,796924,796,924,,20210430
3034,YWZ,872769,872,769,,20210430
3035,YWZ,3003,3,3,,20210430
3036,YWZ,643862,643,862,,20210430
3037,YWZ,785924,785,924,,20210430
3038,YWZ,3003,3,3,,20210430
3039,YWZ,742000,742,0,,20210430
3040,YWZ,742803,742,803,,20210430
3041,YWZ,757791,757,791,,20210430
3042,YWZ,3003,3,3,,20210430
3043,YWZ,742000,742,0,,20210430
3044,YWZ,742000,742,0,,20210430
3045,YWZ,856924,856,924,,20210430
3046,YWZ,742000,742,0,,20210430
3047,YWZ,684000,684,0,,20210430
3048,YWZ,824000,824,0,,20210430
3049,YWZ,812822,812,822,,20210430
3050,YWZ,761683,761,683,,20210430
3051,YWZ,676862,676,862,,20210430
3052,YWZ,3003,3,3,,20210430
3053,YWZ,680767,680,767,,20210430
3054,YWZ,769673,769,673,,20210430
3055,YWZ,855924,855,924,,20210430
3056,YWZ,3003,3,3,,20210430
3057,YWZ,851554,851,554,,20210430
3058,YWZ,742718,742,718,,20210430
3059,YWZ,821862,821,862,,20210430
3060,YWZ,776772,776,772,,20210430
3061,YWZ,3003,3,3,,20210430
3062,YWZ,765862,765,862,,20210430
3063,YWZ,569862,569,862,,20210430
3065,YWZ,621000,621,0,,20210430
3066,YWZ,789000,789,0,,20210430
3067,YWZ,864789,864,789,,20210430
3068,YWZ,3003,3,3,,20210430
3069,YWZ,659000,659,0,,20210430
3070,YWZ,3003,3,3,,20210430
3071,YWZ,789862,789,862,,20210430
3072,YWZ,670862,670,862,,20210430
3073,YWZ,827000,827,0,,20210430
3074,YWZ,3003,3,3,,20210430
3075,YWZ,742000,742,0,,20210430
3076,YWZ,3003,3,3,,20210430
3077,YWZ,3003,3,3,,20210430
3078,YWZ,825747,825,747,,20210430
3079,YWZ,632000,632,0,,20210430
3080,YWZ,665862,665,862,,20210430
3081,YWZ,3003,3,3,,20210430
3082,YWZ,3003,3,3,,20210430
3083,YWZ,598000,598,0,,20210430
3084,YWZ,477000,477,0,,20210430
3085,YWZ,3003,3,3,,20210430
3086,YWZ,774000,774,0,,20210430
3087,YWZ,794677,794,677,,20210430
3088,YWZ,3003,3,3,,20210430
3089,YWZ,3003,3,3,,20210430
3090,YWZ,877822,877,822,,20210430
3091,YWZ,670000,670,0,,20210430
3092,YWZ,819862,819,862,,20210430
3093,YWZ,841769,841,769,,20210430
3094,YWZ,3003,3,3,,20210430
3095,YWZ,698862,698,862,,20210430
3096,YWZ,3003,3,3,,20210430
3097,YWZ,842000,842,0,,20210430
3098,YWZ,581000,581,0,,20210430
3099,YWZ,3003,3,3,,20210430
3100,YWZ,3003,3,3,,20210430
3101,YWZ,3003,3,3,,20210430
3102,YWZ,697822,697,822,,20210430
3103,YWZ,704924,704,924,,20210430
3104,YWZ,705713,705,713,,20210430
3105,YWZ,3003,3,3,,20210430
3106,YWZ,775924,775,924,,20210430
3107,YWZ,3003,3,3,,20210430
3108,YWZ,3003,3,3,,20210430
3109,YWZ,3003,3,3,,20210430
3110,YWZ,809862,809,862,,20210430
3111,YWZ,3003,3,3,,20210430
3112,YWZ,819862,819,862,,20210430
3113,YWZ,649000,649,0,,20210430
3114,YWZ,600862,600,862,,20210430
3115,YWZ,3003,3,3,,20210430
3116,YWZ,751747,751,747,,20210430
3117,YWZ,3003,3,3,,20210430
3118,YWZ,3003,3,3,,20210430
3119,YWZ,656681,656,681,,20210430
3120,YWZ,659000,659,0,,20210430
3121,YWZ,761000,761,0,,20210430
3122,YWZ,699691,699,691,,20210430
3123,YWZ,566805,566,805,,20210430
3124,YWZ,757594,757,594,,20210430
3125,YWZ,839862,839,862,,20210430
3126,YWZ,742000,742,0,,20210430
3127,YWZ,3003,3,3,,20210430
3128,YWZ,768000,768,0,,20210430
3129,YWZ,627769,627,769,,20210430
3130,YWZ,359628,359,628,,20210430
3131,YWZ,3003,3,3,,20210430
3132,YWZ,742000,742,0,,20210430
3133,YWZ,3003,3,3,,20210430
3134,YWZ,3003,3,3,,20210430
3135,YWZ,416000,416,0,,20210430
3136,YWZ,836862,836,862,,20210430
